Component Type,Component Name,File Path
Class Component,Moo,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyCompositeComponent-test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyCompositeComponent-test.js
Class Component,Outer,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyCompositeComponent-test.js
Class Component,LegacyProvider,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyContextDisabled-test.internal.js
Class Component,LegacyClsConsumer,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyContextDisabled-test.internal.js
Class Component,Provider,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyContextDisabled-test.internal.js
Class Component,RenderPropConsumer,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyContextDisabled-test.internal.js
Class Component,ContextTypeConsumer,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyContextDisabled-test.internal.js
Class Component,BrokenComponentWillMountWithContext,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyErrorBoundaries-test.internal.js
Class Component,MaybeBrokenRender,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyErrorBoundaries-test.internal.js
Class Component,Stateful,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyErrorBoundaries-test.internal.js
Class Component,Parent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyErrorBoundaries-test.internal.js
Class Component,Child,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyErrorBoundaries-test.internal.js
Class Component,Parent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyErrorBoundaries-test.internal.js
Class Component,Child,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyErrorBoundaries-test.internal.js
Function Component,renderError,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyErrorBoundaries-test.internal.js
Function Component,renderInnerError,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyErrorBoundaries-test.internal.js
Function Component,renderOuterError,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyErrorBoundaries-test.internal.js
Function Component,renderUnmountError,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyErrorBoundaries-test.internal.js
Function Component,renderUpdateError,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyErrorBoundaries-test.internal.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyMount-test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyMount-test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyMount-test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyMount-test.js
Class Component,Foo,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyMount-test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyUpdates-test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyUpdates-test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyUpdates-test.js
Class Component,Parent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyUpdates-test.js
Class Component,Child,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyUpdates-test.js
Class Component,Parent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyUpdates-test.js
Class Component,Child,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyUpdates-test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyUpdates-test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyUpdates-test.js
Class Component,Parent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyUpdates-test.js
Class Component,Child,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyUpdates-test.js
Class Component,Top,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyUpdates-test.js
Class Component,Middle,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyUpdates-test.js
Class Component,Bottom,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyUpdates-test.js
Class Component,Box,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyUpdates-test.js
Class Component,Child,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyUpdates-test.js
Class Component,Switcher,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyUpdates-test.js
Class Component,App,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyUpdates-test.js
Class Component,A,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyUpdates-test.js
Class Component,B,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyUpdates-test.js
Class Component,Outer,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyUpdates-test.js
Class Component,Inner,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyUpdates-test.js
Class Component,MockComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyUpdates-test.js
Class Component,X,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyUpdates-test.js
Class Component,Y,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyUpdates-test.js
Class Component,Z,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyUpdates-test.js
Class Component,A,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyUpdates-test.js
Class Component,B,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyUpdates-test.js
Class Component,A,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyUpdates-test.js
Class Component,B,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyUpdates-test.js
Class Component,A,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyUpdates-test.js
Class Component,A,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyUpdates-test.js
Class Component,A,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyUpdates-test.js
Class Component,Parent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyUpdates-test.js
Class Component,Child,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyUpdates-test.js
Class Component,App,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyUpdates-test.js
Class Component,EmitsChangeOnUnmount,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyUpdates-test.js
Class Component,ForceUpdatesOnChange,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyUpdates-test.js
Class Component,Editor,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyUpdates-test.js
Class Component,Foo,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyUpdates-test.js
Class Component,Foo,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyUpdates-test.js
Class Component,Bar,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyUpdates-test.js
Class Component,Foo,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyUpdates-test.js
Class Component,Foo,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyUpdates-test.js
Class Component,Foo,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyUpdates-test.js
Class Component,EventuallyTerminating,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyUpdates-test.js
Class Component,NonTerminating,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyUpdates-test.js
Class Component,NonTerminating,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyUpdates-test.js
Class Component,Terminating,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyUpdates-test.js
Class Component,A,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyUpdates-test.js
Class Component,B,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyUpdates-test.js
Class Component,ErrorBoundary,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyUpdates-test.js
Class Component,NonTerminating,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyUpdates-test.js
Class Component,Child,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyUpdates-test.js
Class Component,App,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactLegacyUpdates-test.js
Class Component,MockComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactMultiChild-test.js
Class Component,MockComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactMultiChild-test.js
Class Component,MockComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactMultiChild-test.js
Class Component,WrapperComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactMultiChild-test.js
Class Component,MockComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactMultiChild-test.js
Class Component,WrapperComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactMultiChild-test.js
Class Component,Parent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactMultiChild-test.js
Class Component,WrapperComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactMultiChild-test.js
Class Component,Parent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactMultiChild-test.js
Class Component,Parent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactMultiChild-test.js
Class Component,LetterInner,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactMultiChild-test.js
Class Component,Letter,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactMultiChild-test.js
Class Component,Letters,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactMultiChild-test.js
Class Component,Spy,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactMultiChild-test.js
Class Component,StatusDisplay,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactMultiChildReconcile-test.js
Class Component,FriendsStatusDisplay,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactMultiChildReconcile-test.js
Class Component,Root,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactRenderDocument-test.js
Class Component,Root,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactRenderDocument-test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactRenderDocument-test.js
Class Component,Component2,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactRenderDocument-test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactRenderDocument-test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactRenderDocument-test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactRenderDocument-test.js
Class Component,NullComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactServerRendering-test.js
Class Component,Parent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactServerRendering-test.js
Class Component,Child,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactServerRendering-test.js
Class Component,TestComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactServerRendering-test.js
Class Component,NestedComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactServerRendering-test.js
Class Component,TestComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactServerRendering-test.js
Class Component,TestComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactServerRendering-test.js
Class Component,TestComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactServerRendering-test.js
Class Component,TestComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactServerRendering-test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactServerRendering-test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactServerRendering-test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactServerRendering-test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactServerRendering-test.js
Class Component,ContextProvider,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactServerRendering-test.js
Class Component,StaticComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactServerRendering-test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactServerRendering-test.js
Class Component,Foo,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactServerRendering-test.js
Class Component,Baz,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactServerRendering-test.js
Class Component,C,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactServerRendering-test.js
Class Component,ComponentA,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactServerRendering-test.js
Class Component,ComponentB,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactServerRendering-test.js
Class Component,Foo,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactServerRendering-test.js
Class Component,Foo,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactServerRendering-test.js
Class Component,Foo,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactServerRendering-test.js
Class Component,Foo,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactServerRendering-test.js
Function Component,Foo,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactServerRendering-test.js
Function Component,Child2,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactServerRendering-test.js
Class Component,Nice,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactServerRenderingBrowser-test.js
Class Component,TestComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactServerRenderingHydration-test.js
Class Component,ComponentWithWarning,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactServerRenderingHydration-test.js
Class Component,HelloWorld,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactServerRenderingHydration-test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactUpdates-test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactUpdates-test.js
Class Component,Parent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactUpdates-test.js
Class Component,Child,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactUpdates-test.js
Class Component,Top,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactUpdates-test.js
Class Component,Middle,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactUpdates-test.js
Class Component,Bottom,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactUpdates-test.js
Class Component,Box,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactUpdates-test.js
Class Component,Child,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactUpdates-test.js
Class Component,Switcher,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactUpdates-test.js
Class Component,App,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactUpdates-test.js
Class Component,A,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactUpdates-test.js
Class Component,B,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactUpdates-test.js
Class Component,Outer,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactUpdates-test.js
Class Component,Inner,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactUpdates-test.js
Class Component,MockComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactUpdates-test.js
Class Component,X,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactUpdates-test.js
Class Component,Y,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactUpdates-test.js
Class Component,Z,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactUpdates-test.js
Class Component,A,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactUpdates-test.js
Class Component,B,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactUpdates-test.js
Class Component,A,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactUpdates-test.js
Class Component,B,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactUpdates-test.js
Class Component,A,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactUpdates-test.js
Class Component,A,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactUpdates-test.js
Class Component,A,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactUpdates-test.js
Class Component,Parent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactUpdates-test.js
Class Component,Child,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactUpdates-test.js
Class Component,App,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactUpdates-test.js
Class Component,EmitsChangeOnUnmount,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactUpdates-test.js
Class Component,ForceUpdatesOnChange,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactUpdates-test.js
Class Component,Editor,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactUpdates-test.js
Class Component,Foo,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactUpdates-test.js
Class Component,Foo,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactUpdates-test.js
Class Component,Foo,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactUpdates-test.js
Class Component,EventuallyTerminating,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactUpdates-test.js
Class Component,NonTerminating,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactUpdates-test.js
Class Component,NonTerminating,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactUpdates-test.js
Class Component,Terminating,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactUpdates-test.js
