Component Type,Component Name,File Path
Concise Arrow Function Component,ErrorView,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\crates\react_hermes_parser\tests\fixtures\arrow-function-expr-gating-test.js
Function Component,NoForget,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\crates\react_hermes_parser\tests\fixtures\codegen-instrument-forget-gating-test.js
Function Component,NoForget,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\crates\react_hermes_parser\tests\fixtures\codegen-instrument-forget-test.js
Arrow Function Component,getJSX,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\crates\react_hermes_parser\tests\fixtures\const-propagation-into-function-expression-global.js
Function Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\crates\react_hermes_parser\tests\fixtures\error.invalid-pass-hook-as-prop.js
Concise Arrow Function Component,ErrorView,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\crates\react_hermes_parser\tests\fixtures\error._todo.multi-arrow-expr-export-default-gating-test.js
Function Component,NoForget,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\crates\react_hermes_parser\tests\fixtures\gating-test-export-default-function.js
Function Component,NoForget,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\crates\react_hermes_parser\tests\fixtures\gating-test-export-function-and-default.js
Function Component,NoForget,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\crates\react_hermes_parser\tests\fixtures\gating-test-export-function.js
Function Component,NoForget,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\crates\react_hermes_parser\tests\fixtures\gating-test.js
Function Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\crates\react_hermes_parser\tests\fixtures\jsx-namespaced-name.js
Concise Arrow Function Component,ErrorView,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\crates\react_hermes_parser\tests\fixtures\multi-arrow-expr-export-gating-test.js
Concise Arrow Function Component,ErrorView,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\crates\react_hermes_parser\tests\fixtures\multi-arrow-expr-gating-test.js
Class Component,ClassComponentWithFeatureFlag,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\packages\babel-plugin-react-compiler\scripts\eslint-plugin-react-hooks-test-cases.js
Class Component,ClassComponentWithHook,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\packages\babel-plugin-react-compiler\scripts\eslint-plugin-react-hooks-test-cases.js
Concise Arrow Function Component,getDiv,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\packages\babel-plugin-react-compiler\src\__tests__\e2e\constant-prop.e2e.js
Concise Arrow Function Component,getDiv,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\packages\babel-plugin-react-compiler\src\__tests__\e2e\constant-prop.e2e.js
Concise Arrow Function Component,ErrorView,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\packages\babel-plugin-react-compiler\src\__tests__\fixtures\compiler\arrow-function-expr-gating-test.js
Function Component,NoForget,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\packages\babel-plugin-react-compiler\src\__tests__\fixtures\compiler\codegen-instrument-forget-gating-test.js
Function Component,NoForget,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\packages\babel-plugin-react-compiler\src\__tests__\fixtures\compiler\codegen-instrument-forget-test.js
Arrow Function Component,getJSX,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\packages\babel-plugin-react-compiler\src\__tests__\fixtures\compiler\const-propagation-into-function-expression-global.js
Function Component,Foo_withRef,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\packages\babel-plugin-react-compiler\src\__tests__\fixtures\compiler\error.gating-hoisting.js
Function Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\packages\babel-plugin-react-compiler\src\__tests__\fixtures\compiler\error.invalid-pass-hook-as-prop.js
Function Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\packages\babel-plugin-react-compiler\src\__tests__\fixtures\compiler\error.invalid-type-provider-hooklike-module-default-not-hook.js
Function Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\packages\babel-plugin-react-compiler\src\__tests__\fixtures\compiler\error.invalid-type-provider-nonhook-name-typed-as-hook.js
Function Component,Haunted,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\packages\babel-plugin-react-compiler\src\__tests__\fixtures\compiler\error.invalid-unclosed-eslint-suppression.js
Concise Arrow Function Component,renderIcon,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\packages\babel-plugin-react-compiler\src\__tests__\fixtures\compiler\error.mutate-function-property.js
Function Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\packages\babel-plugin-react-compiler\src\__tests__\fixtures\compiler\error.todo-hoisted-function-in-unreachable-code.js
Function Component,NoForget,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\packages\babel-plugin-react-compiler\src\__tests__\fixtures\compiler\gating-test-export-default-function.js
Function Component,NoForget,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\packages\babel-plugin-react-compiler\src\__tests__\fixtures\compiler\gating-test-export-function-and-default.js
Function Component,NoForget,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\packages\babel-plugin-react-compiler\src\__tests__\fixtures\compiler\gating-test-export-function.js
Function Component,NoForget,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\packages\babel-plugin-react-compiler\src\__tests__\fixtures\compiler\gating-test.js
Function Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\packages\babel-plugin-react-compiler\src\__tests__\fixtures\compiler\infer-dont-compile-components-with-multiple-params.js
Function Component,ComponentName,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\packages\babel-plugin-react-compiler\src\__tests__\fixtures\compiler\infer-function-expression-component.js
Function Component,notNamedLikeAComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\packages\babel-plugin-react-compiler\src\__tests__\fixtures\compiler\infer-function-expression-React-memo-gating.js
Function Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\packages\babel-plugin-react-compiler\src\__tests__\fixtures\compiler\infer-functions-component-with-jsx.js
Function Component,Foo,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\packages\babel-plugin-react-compiler\src\__tests__\fixtures\compiler\infer-functions-component-with-ref-arg.js
Function Component,useDiv,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\packages\babel-plugin-react-compiler\src\__tests__\fixtures\compiler\infer-functions-hook-with-jsx.js
Function Component,helper,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\packages\babel-plugin-react-compiler\src\__tests__\fixtures\compiler\infer-no-component-nested-jsx.js
Function Component,Parent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\packages\babel-plugin-react-compiler\src\__tests__\fixtures\compiler\inline-jsx-transform.js
Arrow Function Component,render,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\packages\babel-plugin-react-compiler\src\__tests__\fixtures\compiler\inline-jsx-transform.js
Function Component,Bar,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\packages\babel-plugin-react-compiler\src\__tests__\fixtures\compiler\jsx-attribute-with-jsx-element-value.js
Function Component,Item,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\packages\babel-plugin-react-compiler\src\__tests__\fixtures\compiler\jsx-attribute-with-jsx-element-value.js
Function Component,Foo,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\packages\babel-plugin-react-compiler\src\__tests__\fixtures\compiler\jsx-attribute-with-jsx-fragment-value.flow.js
Function Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\packages\babel-plugin-react-compiler\src\__tests__\fixtures\compiler\jsx-html-entity.js
Arrow Function Component,callback,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\packages\babel-plugin-react-compiler\src\__tests__\fixtures\compiler\jsx-local-tag-in-lambda.js
Arrow Function Component,callback,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\packages\babel-plugin-react-compiler\src\__tests__\fixtures\compiler\jsx-memberexpr-tag-in-lambda.js
Function Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\packages\babel-plugin-react-compiler\src\__tests__\fixtures\compiler\jsx-namespaced-name.js
Function Component,Text,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\packages\babel-plugin-react-compiler\src\__tests__\fixtures\compiler\jsx-string-attribute-expression-container.js
Concise Arrow Function Component,ErrorView,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\packages\babel-plugin-react-compiler\src\__tests__\fixtures\compiler\multi-arrow-expr-export-default-gating-test.js
Concise Arrow Function Component,ErrorView,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\packages\babel-plugin-react-compiler\src\__tests__\fixtures\compiler\multi-arrow-expr-export-gating-test.js
Concise Arrow Function Component,ErrorView,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\packages\babel-plugin-react-compiler\src\__tests__\fixtures\compiler\multi-arrow-expr-gating-test.js
Function Component,ValidComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\packages\babel-plugin-react-compiler\src\__tests__\fixtures\compiler\multiple-components-first-is-invalid.js
Function Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\packages\babel-plugin-react-compiler\src\__tests__\fixtures\compiler\outlining-in-react-memo.js
Function Component,Foo,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\packages\babel-plugin-react-compiler\src\__tests__\fixtures\compiler\preserve-jsxtext-stringliteral-distinction.js
Function Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\packages\babel-plugin-react-compiler\src\__tests__\fixtures\compiler\quoted-strings-in-jsx-attribute-escaped.js
Function Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\packages\babel-plugin-react-compiler\src\__tests__\fixtures\compiler\quoted-strings-in-jsx-attribute.js
Function Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\packages\babel-plugin-react-compiler\src\__tests__\fixtures\compiler\target-flag.js
Function Component,ValidComponent1,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\packages\babel-plugin-react-compiler\src\__tests__\fixtures\compiler\unclosed-eslint-suppression-skips-all-components.js
Function Component,ValidComponent2,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\packages\babel-plugin-react-compiler\src\__tests__\fixtures\compiler\unclosed-eslint-suppression-skips-all-components.js
Class Component,ClassComponentWithHook,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\packages\babel-plugin-react-compiler\src\__tests__\fixtures\compiler\rules-of-hooks\todo.invalid.invalid-rules-of-hooks-8303403b8e4c.js
Class Component,ClassComponentWithFeatureFlag,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\compiler\packages\babel-plugin-react-compiler\src\__tests__\fixtures\compiler\rules-of-hooks\todo.invalid.invalid-rules-of-hooks-99b5c750d1d1.js
Class Component,VectorWidget,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\art\VectorWidget.js
Class Component,Result,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\attribute-behavior\src\App.js
Class Component,App,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\attribute-behavior\src\App.js
Class Component,Suspending,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\devtools\regression\shared.js
Class Component,ProfilerChild,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\devtools\regression\shared.js
Class Component,StrictModeChild,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\devtools\regression\shared.js
Class Component,SimpleApp,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\devtools\regression\shared.js
Function Component,LabelComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\devtools\regression\shared.js
Function Component,named,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\devtools\regression\shared.js
Function Component,Even,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\devtools\regression\shared.js
Class Component,App,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\App.js
Class Component,Fixture,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\Fixture.js
Class Component,FixtureSet,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\FixtureSet.js
Class Component,Header,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\Header.js
Class Component,IframePortal,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\Iframe.js
Class Component,IframeSubtree,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\Iframe.js
Class Component,TestCase,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\TestCase.js
Class Component,VersionPicker,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\VersionPicker.js
Class Component,FixturesPage,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\index.js
Class Component,ButtonTestCases,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\buttons\index.js
Class Component,HelloWorld,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\custom-elements\index.js
Class Component,ButtonTestCases,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\custom-elements\index.js
Class Component,DateInputFixtures,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\date-inputs\index.js
Class Component,SwitchDateTestCase,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\date-inputs\switch-date-test-case.js
Class Component,EmailDisabledAttributesTestCase,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\email-inputs\EmailDisabledAttributesTestCase.js
Class Component,EmailAttributesTestCase,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\email-inputs\EmailEnabledAttributesTestCase.js
Class Component,JumpingCursorTestCase,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\email-inputs\JumpingCursorTestCase.js
Class Component,BadDidMount,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\error-handling\index.js
Class Component,ErrorBoundary,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\error-handling\index.js
Class Component,Example,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\error-handling\index.js
Class Component,TriggerErrorAndCatch,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\error-handling\index.js
Class Component,SilenceErrors,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\error-handling\index.js
Class Component,GetEventTypeDuringUpdate,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\error-handling\index.js
Class Component,SilenceRecoverableError,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\error-handling\index.js
Class Component,TrySilenceFatalError,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\error-handling\index.js
Class Component,ErrorHandlingTestCases,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\error-handling\index.js
Class Component,HitBox,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\event-pooling\hit-box.js
Class Component,EventPooling,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\event-pooling\index.js
Class Component,MouseMove,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\event-pooling\mouse-move.js
Class Component,Persistence,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\event-pooling\persistence.js
Class Component,ControlledFormFixture,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\form-state\ControlledFormFixture.js
Class Component,FormStateCases,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\form-state\index.js
Class Component,CodeEditor,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\hydration\Code.js
Class Component,CodeError,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\hydration\Code.js
Class Component,Fixture,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\hydration\data.js
Class Component,Hydration,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\hydration\index.js
Class Component,InputChangeEvents,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\input-change-events\index.js
Class Component,InputPlaceholderFixture,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\input-change-events\InputPlaceholderFixture.js
Class Component,RadioClickFixture,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\input-change-events\RadioClickFixture.js
Class Component,RadioGroupFixture,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\input-change-events\RadioGroupFixture.js
Class Component,RadioNameChangeFixture,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\input-change-events\RadioNameChangeFixture.js
Class Component,RangeKeyboardFixture,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\input-change-events\RangeKeyboardFixture.js
Class Component,MediaEvents,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\media-events\index.js
Class Component,MouseEvents,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\mouse-events\index.js
Class Component,MouseMovement,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\mouse-events\mouse-movement.js
Class Component,NumberInputDecimal,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\number-inputs\NumberInputDecimal.js
Class Component,NumberInputExtraZeroes,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\number-inputs\NumberInputExtraZeroes.js
Class Component,NumberTestCase,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\number-inputs\NumberTestCase.js
Class Component,PasswordTestCase,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\password-inputs\PasswordTestCase.js
Class Component,DragBox,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\pointer-events\drag-box.js
Class Component,Drag,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\pointer-events\drag.js
Class Component,DrawBox,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\pointer-events\hover-box.js
Class Component,Hover,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\pointer-events\hover.js
Class Component,PointerEvents,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\pointer-events\index.js
Class Component,ProgressFixture,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\progress\index.js
Class Component,RangeInputs,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\range-inputs\index.js
Class Component,OnSelectIframe,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\selection-events\OnSelectEventTestCase.js
Class Component,OnSelectEventTestCase,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\selection-events\OnSelectEventTestCase.js
Class Component,ReorderedInputsTestCase,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\selection-events\ReorderedInputsTestCase.js
Class Component,SelectFixture,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\selects\index.js
Class Component,SuspendyTreeChild,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\suspense\index.js
Class Component,SuspendyTree,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\suspense\index.js
Class Component,TextInputFixtures,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\suspense\index.js
Class Component,TextInputFixtures,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\text-inputs\index.js
Class Component,InputTestCase,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\text-inputs\InputTestCase.js
Class Component,ReplaceEmailInput,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\text-inputs\ReplaceEmailInput.js
Class Component,TextAreaFixtures,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\dom\src\components\fixtures\textareas\index.js
Function Component,Container,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\flight\src\Container.js
Class Component,ErrorBoundary,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\flight\src\ErrorBoundary.js
Class Component,ErrorBoundary,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\flight-esm\src\ErrorBoundary.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-14\react-14.test.js
Class Component,NormalizingComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-14\react-14.test.js
Class Component,InnerComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-14\react-14.test.js
Class Component,ComponentWrapper,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-14\react-14.test.js
Class Component,ParentComp,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-14\react-14.test.js
Class Component,NullPropTypeComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-14\react-14.test.js
Class Component,NullContextTypeComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-14\react-14.test.js
Class Component,GetDefaultPropsComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-14\react-14.test.js
Class Component,MisspelledPropTypesComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-14\react-14.test.js
Class Component,Foo,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-14\react-14.test.js
Class Component,Foo,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-14\react-14.test.js
Class Component,Foo,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-14\react-14.test.js
Class Component,Wrapper,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-14\react-14.test.js
